"","Edge_Treatment","Landscape_Treatment","Fire_area","House_loss","Life_loss","Road_loss","Power_loss","TFI_burnt","region"
"1","e0","l0",795.422387502881,1.52503733086633,0.856856417231029,6414.05519409454,382.164080219809,8.82256917922641,"ACT"
"2","e0","l1",682.350690203696,1.42766528515494,0.754646725617931,5325.61955532583,305.795951091568,14.6327762986475,"ACT"
"3","e0","l2",578.962636484741,1.1631510402367,0.626995664279093,4231.3785184233,256.386421286152,18.1488284031453,"ACT"
"4","e0","l3",507.501503219621,1.3013727030193,0.710666526065324,3559.68438430864,214.6078991791,19.1254259985464,"ACT"
"5","e0","l5",438.45100607702,1.09371211729012,0.605972760386067,2806.25703081023,195.891978393774,22.245913685963,"ACT"
"6","e0","l10",358.138138393848,0.992850662587443,0.513650025168317,2237.32271911285,167.672290888731,21.6039829937916,"ACT"
"7","e0","l15",311.221773728332,1.089753510023,0.570345170490327,1948.66092968732,156.472498478252,19.3408446778136,"ACT"
"8","e1","l0",791.400033239814,1.46662786166416,0.790614688812639,6386.36568290531,378.13955717138,9.34752114183502,"ACT"
"9","e1","l1",682.18652772324,1.37097495738999,0.73411737823335,5307.48888719245,300.500602810644,15.291406519973,"ACT"
"10","e1","l2",573.081552731781,1.13581674602756,0.642240705201402,4199.03943766258,255.377459703595,19.1076405371889,"ACT"
"11","e1","l3",509.428834951465,1.24091558776854,0.689508561845287,3533.31747445918,210.817377352214,20.1602057869779,"ACT"
"12","e1","l5",433.153511083286,1.10184326200397,0.600792267068755,2781.51190286735,194.51762191602,22.8181096218992,"ACT"
"13","e1","l10",353.45436263138,0.960636513191275,0.478049053199356,2216.14967274945,166.605103142501,22.0301595429191,"ACT"
"14","e1","l15",309.347848822339,1.01075096768909,0.564553231961327,1932.57004974294,155.617018135672,20.0294516830123,"ACT"
"15","e2","l0",793.702367916121,1.41157527636096,0.814745950774522,6377.09386632196,381.457141324063,9.69425133359618,"ACT"
"16","e2","l1",684.327892546891,1.26311679654464,0.682338505212101,5290.46125143941,301.570985408034,15.6830400381412,"ACT"
"17","e2","l2",577.312309425115,1.08663871185854,0.58389902151248,4209.63016530732,252.579378946393,19.0926907152229,"ACT"
"18","e2","l3",509.887347159325,1.19088431398268,0.64822324027773,3520.04372868396,212.58197449788,19.9754953967873,"ACT"
"19","e2","l5",437.923289423974,1.0390559265943,0.600803822671878,2764.11623733293,192.25278122758,22.7698004177306,"ACT"
"20","e2","l10",357.467241058289,0.945093202681164,0.507900877055363,2200.19653360941,165.178817296692,22.0370368501579,"ACT"
"21","e2","l15",313.604635344047,0.974666972251725,0.512069974429323,1890.36075751937,154.284682197613,19.850916470954,"ACT"
"22","e3","l0",784.576839355173,1.38106700833305,0.837838744482724,6307.39576710039,375.081765436335,10.4212547299045,"ACT"
"23","e3","l1",672.666886534332,1.20780061683035,0.62745823408477,5247.48099008866,298.336250489228,16.5770953675325,"ACT"
"24","e3","l2",566.362035122304,1.05289356819412,0.589728543127421,4155.12447064975,250.503342722368,20.0404965068272,"ACT"
"25","e3","l3",506.480906326859,1.19940219563432,0.635596285792417,3471.85695437656,209.140929153364,21.1430059308768,"ACT"
"26","e3","l5",429.394107420905,1.08461517149408,0.607996174585423,2719.82300543459,190.029147044697,23.5111961258925,"ACT"
"27","e3","l10",348.58351175373,0.985629878414329,0.538719442774891,2175.26910592278,162.769075439428,22.7686113084608,"ACT"
"28","e3","l15",310.366976434155,0.944941724446835,0.521269468517858,1889.10095178289,150.848600089375,20.6403812337609,"ACT"
"29","e5","l0",778.29609149599,1.27865826587367,0.725207675932324,6265.3015320102,375.992065179162,11.2838480308652,"ACT"
"30","e5","l1",666.601183952554,1.06637961456727,0.605476333730621,5175.40801774885,297.04657428374,17.2975912995578,"ACT"
"31","e5","l2",568.57137295173,1.06674128517625,0.598059773765272,4087.12345453387,247.768990942859,20.7591742752469,"ACT"
"32","e5","l3",495.841750595882,0.942851234431146,0.520030073457747,3404.19874219515,204.092193009274,21.4557458540716,"ACT"
"33","e5","l5",419.975666292547,0.895403390313732,0.497945567476563,2677.00910806889,189.182480040472,24.1703445272986,"ACT"
"34","e5","l10",342.766170724828,0.858070733811473,0.507052537213895,2109.44019186718,160.144302928529,23.1717763730907,"ACT"
"35","e5","l15",298.791700248211,0.864961491097347,0.473068435458117,1838.38376605127,148.151195113314,21.1531716482481,"ACT"
"36","e10","l0",762.246190577163,0.530599411868025,0.263330345333088,6187.27000261424,368.704719294328,12.2588250987406,"ACT"
"37","e10","l1",662.490144599765,0.49859189792187,0.253889898012858,5112.20933160803,292.64507748303,17.8579712593404,"ACT"
"38","e10","l2",559.41221700476,0.493278184585506,0.250111039895273,4045.76710473339,243.270702303562,21.0235950251576,"ACT"
"39","e10","l3",483.41707738468,0.488872922142036,0.24647606031067,3366.20655568549,203.328039009648,21.6385486315528,"ACT"
"40","e10","l5",414.151679832651,0.460790788492886,0.239899787411559,2612.45042028895,187.806918125716,24.2708223031601,"ACT"
"41","e10","l10",341.363711336046,0.444747085857671,0.237394849827979,2090.58378613554,157.925396917562,23.7522246500128,"ACT"
"42","e10","l15",295.184599942318,0.433749968069606,0.23468506638892,1816.70753874641,145.917590249155,21.130392366607,"ACT"
"43","e15","l0",768.760250962689,0.501475864875829,0.283046623444534,6149.71352166322,367.891767316905,13.3192711776413,"ACT"
"44","e15","l1",661.270682614463,0.503766179972445,0.26295853414922,5083.61057865841,291.31818600581,18.8306264368759,"ACT"
"45","e15","l2",557.343049011545,0.474224089557538,0.258266826349427,3997.87770645344,241.635765407409,22.1272275553609,"ACT"
"46","e15","l3",485.201977125346,0.461301851682947,0.248161110357614,3351.94219129335,201.402698650782,22.2707708465867,"ACT"
"47","e15","l5",420.866181151359,0.444569353276165,0.242929999949411,2609.40322381794,186.778550989402,25.0646767200902,"ACT"
"48","e15","l10",346.237095803747,0.42877925108769,0.24169917065592,2063.63285261614,156.333663362602,24.2171438459423,"ACT"
"49","e15","l15",293.428554071463,0.418821966886753,0.235921418170619,1795.27316655731,143.334017033339,21.8599850983999,"ACT"
